t,r,r_hold,vel_r_measured,v_r,v_theta,vel_theta,v_z,vel_z
12.40486988399789,11.46903947403273,11.46687248695589,-0.0053734866108488336,0.0,0.0,-0.013702635564599105,0.0,-0.0007736436673440039
12.435464940997917,11.468952150695241,11.46687248695589,-0.004994893588005819,0.0,0.0,-0.013720145493561403,0.0,-0.0006907421047799289
12.498598201000277,11.468903272830516,11.46687248695589,-0.004595563095060264,0.0,0.0,-0.013526791595995444,0.0,-0.0007477388135157526
12.560673613999825,11.468881090462572,11.46687248695589,-0.00423539918137507,0.0,0.0,-0.013434208467958276,0.0,-0.0007333566900342703
12.592816116000904,11.468831675008966,11.46687248695589,-0.0038810934071245333,0.0,0.0,-0.013419376444350968,0.0,-0.0007814605487510562
12.656001259998447,11.468649923898337,11.46687248695589,-0.0035459541884402903,0.0,0.0,-0.013385089663128655,0.0,-0.0007501416257582605
12.687140335998265,11.468510915850064,11.46687248695589,-0.0031473021558082372,0.0,0.0,-0.013173955891438006,0.0,-0.0008051405311562121
12.75007928299965,11.468402052973815,11.46687248695589,-0.0027759272883210026,0.0,0.0,-0.013035663224987594,0.0,-0.00086768384790048
12.780926311999792,11.468273264096617,11.46687248695589,-0.0024813322715096127,0.0,0.0,-0.01296862524448111,0.0,-0.0008925992297008634
12.84471324399783,11.468020591488237,11.46687248695589,-0.002309267691242009,0.0,0.0,-0.012941817187815504,0.0,-0.000919696525670588
12.909001659998466,11.467819696685114,11.46687248695589,-0.0020761282886087684,0.0,0.0,-0.012702042991654144,0.0,-0.0009145934018306434
12.941096210997785,11.467662317637913,11.46687248695589,-0.0019221439536883907,0.0,0.0,-0.012605356262080208,0.0,-0.0008786785765551031
13.004116768999666,11.467498457087075,11.46687248695589,-0.0018370578744618359,0.0,0.0,-0.012605183260976453,0.0,-0.000843079702463001
13.034908266999992,11.467231690476208,11.46687248695589,-0.0018087069218847961,0.0,0.0,-0.012565242089458844,0.0,-0.0008509348845109344
13.096243666997907,11.467021599794062,11.46687248695589,-0.001721265901745378,0.0,0.0,-0.012374807032370738,0.0,-0.0007719489512965083
13.156881933999102,11.466859638395528,11.46687248695589,-0.0017039414851568661,0.0,0.0,-0.012347700141613854,0.0,-0.0007681053248234093
13.188321600999188,11.46669494119741,11.46687248695589,-0.001713936953849199,0.0,0.0,-0.012416685107635913,0.0,-0.0007045401143841445
13.248744224998518,11.466358403856368,11.46687248695589,-0.0018070594746436297,0.0,0.0,-0.01248845532606769,0.0,-0.0006548354285769165
13.281293585998355,11.466171198274125,11.46687248695589,-0.0017972109288413485,0.0,0.0,-0.012325807655451227,0.0,-0.00045490494812838733
13.34455738899851,11.466035207126454,11.46687248695589,-0.0019012878483708473,0.0,0.0,-0.01237340773795536,0.0,-0.0005521922139450908
13.407500281999091,11.465844217256482,11.46687248695589,-0.0019945651826014116,0.0,0.0,-0.012507120793926883,0.0,-0.000469640945084393
13.437624211001093,11.465677778007505,11.46687248695589,-0.002041239070170936,0.0,0.0,-0.012576833915578718,0.0,-0.0004518397036008537
13.50078221700096,11.465482597989972,11.46687248695589,-0.0021133768196492124,0.0,0.0,-0.01263759959436804,0.0,-0.0003471412928774953
13.53216650000104,11.46534306883435,11.46687248695589,-0.0021862854108515963,0.0,0.0,-0.012659309116580812,0.0,-0.0001549848821014166
13.59709596600078,11.465211049445841,11.46687248695589,-0.0024062583172537694,0.0,0.0,-0.012783128926077409,0.0,1.5304371117963456e-05
